Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Maruti,2011.0,70000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,300000.0
Honda,2014.0,52442.0,Petrol,Manual,Second,18.5,1198.0,86.8,5.0,325000.0
Hyundai,2016.0,14000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,550000.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Tata,2008.0,120000.0,Diesel,Manual,First,19.09,1396.0,69.0,5.0,100000.0
Maruti,2013.0,150000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,470000.0
Honda,2012.0,144030.0,Petrol,Manual,First,12.8,2354.0,177.6,5.0,600000.0
Honda,2017.0,33000.0,Diesel,Manual,First,25.6,1498.0,97.9,5.0,1250000.0
Honda,2006.0,80000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,93150.0
Tata,2013.0,30000.0,Petrol,Manual,First,25.4,624.0,37.48,4.0,80000.0
Hyundai,2010.0,70000.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,300000.0
Ford,2011.0,130000.0,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,320000.0
Honda,2011.0,105000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,421000.0
Honda,2017.0,49523.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,675000.0
Toyota,2012.0,250000.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,730000.0
Mahindra,2019.0,30000.0,Diesel,Manual,First,17.3,1497.0,121.0,8.0,977000.0
Hyundai,2016.0,45000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,525000.0
Mahindra,2009.0,70000.0,Diesel,Manual,Second,13.6,2523.0,63.0,8.0,270000.0
Maruti,2005.0,70000.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,98000.0
Maruti,2015.0,33243.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,585000.0
Maruti,2017.0,28832.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,520000.0
Maruti,2011.0,70000.0,LPG,Manual,First,26.2,998.0,58.2,5.0,200000.0
Ford,2016.0,80000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,2100000.0
Maruti,2018.0,16000.0,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,790000.0
Isuzu,2016.0,121000.0,Diesel,Automatic,First,12.08,2999.0,161.0,7.0,1160000.0
Hyundai,2016.0,58000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,850000.0
Maruti,2015.0,54723.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,470000.0
Maruti,2018.0,22000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,285000.0
Hyundai,2010.0,80000.0,LPG,Manual,First,13.2,1495.0,93.7,5.0,165000.0
Maruti,2005.0,188000.0,Petrol,Manual,Fourth,18.9,998.0,67.1,5.0,70000.0
Hyundai,2011.0,35000.0,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,375000.0
Maruti,2019.0,14000.0,Diesel,Manual,First,25.47,1248.0,88.5,7.0,1200000.0
Honda,2016.0,61915.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,650000.0
Maruti,2017.0,15000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,310000.0
Mahindra,2013.0,110000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,750000.0
Hyundai,2017.0,15000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,570000.0
Maruti,2017.0,56000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,600000.0
Nissan,2014.0,71000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,335000.0
Ford,2013.0,60000.0,Petrol,Manual,Second,14.09,1596.0,99.6,5.0,250000.0
Tata,2014.0,38000.0,Diesel,Manual,First,13.93,2179.0,138.03,7.0,459999.0
Tata,2017.0,30000.0,Petrol,Manual,First,23.84,1199.0,84.0,5.0,380000.0
Chevrolet,2012.0,110000.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,150000.0
Volkswagen,2014.0,90000.0,Diesel,Automatic,Second,21.21,1498.0,103.2,5.0,411000.0
Hyundai,2018.0,32000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,580000.0
Maruti,2008.0,60000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,129000.0
Volvo,2018.0,2000.0,Diesel,Automatic,First,16.8,1984.0,150.0,5.0,2475000.0
Hyundai,2018.0,30000.0,Diesel,Manual,First,22.54,1396.0,88.76,5.0,750000.0
Maruti,2018.0,38817.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,740000.0
BMW,2019.0,7500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5400000.0
Maruti,2015.0,30000.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,400000.0
Mahindra,2014.0,110000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,825000.0
Mahindra,2012.0,120000.0,Diesel,Manual,Second,13.5,2179.0,115.0,5.0,370000.0
Mahindra,2016.0,35000.0,Diesel,Manual,First,25.32,1198.0,77.0,6.0,400000.0
Hyundai,2014.0,56000.0,Diesel,Manual,First,21.9,1396.0,88.76,5.0,450000.0
Volkswagen,2015.0,50000.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,434999.0
Maruti,2016.0,50000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,262000.0
Maruti,2018.0,28000.0,Petrol,Automatic,First,21.21,1197.0,81.8,5.0,680000.0
Maruti,2012.0,97000.0,Diesel,Manual,Third,22.9,1248.0,74.0,5.0,450000.0
Maruti,2013.0,80000.0,Petrol,Manual,Second,22.74,796.0,47.3,5.0,185000.0
Maruti,2007.0,100000.0,Petrol,Manual,Second,16.1,796.0,37.0,4.0,60000.0
Mahindra,2017.0,60000.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,700000.0
Honda,2016.0,26000.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,600000.0
Hyundai,2016.0,110000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,400000.0
Maruti,2016.0,66000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,725000.0
Ford,2013.0,120000.0,Diesel,Manual,Second,20.0,1399.0,68.1,5.0,325000.0
Mahindra,2018.0,20000.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,450000.0
Hyundai,2013.0,60000.0,Diesel,Manual,First,21.27,1396.0,88.76,5.0,425000.0
Nissan,2017.0,90000.0,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,580000.0
Maruti,2017.0,10000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,745000.0
Hyundai,2017.0,100000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,265000.0
Ford,2013.0,169000.0,Diesel,Manual,First,20.0,1399.0,68.1,5.0,200000.0
Mahindra,2014.0,70000.0,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,509999.0
Chevrolet,2010.0,120000.0,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,270000.0
Renault,2014.0,188000.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,409999.0
Maruti,2009.0,90000.0,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,229999.0
Maruti,2007.0,120000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,110000.0
Hyundai,2015.0,60000.0,Diesel,Manual,Second,24.8,1396.0,88.7,5.0,600000.0
Toyota,2017.0,25538.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,625000.0
Toyota,2010.0,334000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,450000.0
Ford,2015.0,92651.0,Diesel,Manual,First,21.7,1498.0,98.96,5.0,599000.0
Maruti,2019.0,5000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,711000.0
Ford,2012.0,90165.0,Diesel,Manual,First,17.8,1399.0,67.0,5.0,450000.0
Tata,2012.0,67500.0,Diesel,Manual,First,12.2,1948.0,68.0,10.0,200000.0
Maruti,2019.0,15000.0,Petrol,Manual,First,20.89,1197.0,81.8,5.0,500000.0
Tata,2018.0,9500.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,850000.0
Mahindra,2015.0,125000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,650000.0
Volkswagen,2018.0,17000.0,Petrol,Manual,First,18.78,999.0,75.0,5.0,678000.0
Toyota,2016.0,68089.0,Petrol,Automatic,First,19.16,2494.0,157.7,5.0,2000000.0
Maruti,2011.0,500000.0,Petrol,Manual,Second,18.9,998.0,67.1,5.0,229999.0
Hyundai,2018.0,40142.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,665000.0
Maruti,1999.0,65000.0,Petrol,Manual,Fourth,15.9,1298.0,85.0,5.0,70000.0
Maruti,2018.0,38817.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,740000.0
Volvo,2018.0,50000.0,Diesel,Automatic,First,11.2,1969.0,235.0,5.0,5500000.0
Maruti,2009.0,35000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,280000.0
Renault,2016.0,50000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,265000.0
Datsun,2019.0,10000.0,Petrol,Manual,First,19.02,1198.0,67.05,5.0,500000.0
Renault,2017.0,50000.0,Petrol,Manual,First,23.01,999.0,67.0,5.0,290000.0
Hyundai,2008.0,80000.0,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,114999.0
Hyundai,2017.0,8000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,300000.0
Toyota,2017.0,35000.0,Petrol,Manual,First,17.71,1197.0,78.9,5.0,549000.0
Honda,2016.0,65000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,773000.0
Mercedes,2016.0,70000.0,Petrol,Automatic,First,13.7,1991.0,183.0,5.0,2000000.0
Mahindra,2013.0,110000.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,500000.0
Maruti,2002.0,100000.0,Petrol,Manual,Second,17.3,993.0,60.0,5.0,55000.0
Volkswagen,2019.0,36800.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,695000.0
Volkswagen,2013.0,58245.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,389000.0
Volkswagen,2016.0,60000.0,Diesel,Manual,First,21.49,1498.0,108.5,5.0,591000.0
Honda,2011.0,50000.0,Petrol,Manual,First,15.5,1799.0,132.0,5.0,350000.0
Honda,2014.0,110000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,500000.0
Maruti,2010.0,44000.0,LPG,Manual,First,26.2,998.0,58.2,5.0,225000.0
Mahindra,2011.0,120000.0,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,370000.0
Hyundai,2016.0,30000.0,Petrol,Manual,First,15.29,1591.0,121.3,5.0,700000.0
Maruti,2015.0,60000.0,Petrol,Manual,Second,16.02,1373.0,93.7,7.0,423000.0
Hyundai,2017.0,20000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,500000.0
Maruti,2012.0,70000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,300000.0
Mahindra,2017.0,60000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,1250000.0
Volkswagen,2016.0,35000.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,500000.0
Maruti,2017.0,58000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,275000.0
Mahindra,2014.0,90000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,750000.0
Ford,2011.0,84000.0,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,210000.0
Mahindra,2012.0,120000.0,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,140000.0
Honda,2014.0,200000.0,Diesel,Manual,First,25.1,1498.0,98.6,5.0,819999.0
Hyundai,2014.0,80000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,378000.0
Chevrolet,2014.0,90000.0,Diesel,Manual,Second,13.58,2499.0,72.4,9.0,600000.0
Maruti,2019.0,20000.0,Diesel,Manual,First,25.47,1248.0,88.5,7.0,1050000.0
Hyundai,2015.0,50000.0,Petrol,Manual,Second,17.43,1396.0,105.5,5.0,465000.0
Skoda,2018.0,17601.0,Diesel,Automatic,First,16.25,1968.0,148.0,7.0,3251000.0
Hyundai,2017.0,30030.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,595000.0
Hyundai,2016.0,47552.0,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,930000.0
Skoda,2016.0,11000.0,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,645000.0
Fiat,2012.0,60000.0,Diesel,Manual,Second,20.3,1248.0,75.0,5.0,170000.0
Skoda,2008.0,110000.0,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,229999.0
Tata,2017.0,25000.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,665000.0
Maruti,2012.0,24300.0,Petrol,Manual,First,21.21,1197.0,81.8,5.0,340000.0
Toyota,2019.0,43000.0,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,1925000.0
Maruti,2015.0,100000.0,Diesel,Manual,Second,25.2,1248.0,74.0,5.0,573000.0
Maruti,2014.0,88000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,580000.0
Hyundai,2013.0,49500.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,198000.0
Maruti,2019.0,10000.0,Petrol,Manual,First,21.21,1197.0,81.8,5.0,509999.0
Maruti,2011.0,110048.0,Petrol,Manual,Third,20.92,998.0,67.1,5.0,135000.0
Mahindra,2013.0,40000.0,Diesel,Manual,First,17.21,1493.0,100.0,7.0,300000.0
Hyundai,2016.0,25000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,735000.0
Toyota,2007.0,80000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,626000.0
Maruti,2020.0,10000.0,Petrol,Automatic,First,18.76,1462.0,103.26,5.0,737000.0
Maruti,2019.0,20000.0,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,525000.0
BMW,2016.0,30000.0,Petrol,Automatic,Second,15.71,1998.0,189.0,5.0,2500000.0
Jaguar,2017.0,9000.0,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,2625000.0
Mahindra,2019.0,16500.0,Petrol,Manual,First,17.0,1197.0,110.0,5.0,1090000.0
Hyundai,2007.0,121000.0,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,245000.0
Maruti,2016.0,60000.0,Petrol,Manual,Second,22.74,796.0,47.3,5.0,270000.0
Maruti,2008.0,120000.0,Diesel,Manual,Third,17.8,1248.0,75.0,5.0,170000.0
Hyundai,2015.0,72000.0,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,875000.0
Hyundai,2011.0,125000.0,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,825000.0
Datsun,2018.0,35000.0,Petrol,Manual,First,22.5,999.0,67.0,5.0,320000.0
Hyundai,2016.0,40000.0,Petrol,Manual,First,17.43,1396.0,105.5,5.0,650000.0
Nissan,2014.0,40000.0,Diesel,Manual,First,19.01,1461.0,108.5,5.0,475000.0
Volkswagen,2014.0,80000.0,Diesel,Manual,Second,15.11,1598.0,103.6,5.0,425000.0
Maruti,2008.0,90000.0,Diesel,Manual,Third,17.8,1248.0,75.0,5.0,195000.0
Datsun,2018.0,65000.0,Petrol,Manual,First,19.02,1198.0,67.05,7.0,530000.0
Honda,2016.0,41000.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,500000.0
Hyundai,2017.0,35000.0,Diesel,Manual,First,23.9,1582.0,126.2,5.0,850000.0
Hyundai,2010.0,70000.0,Petrol,Manual,Fourth,20.36,1197.0,78.9,5.0,140000.0
Toyota,2015.0,80000.0,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,1500000.0
Fiat,2012.0,70000.0,Diesel,Manual,First,20.3,1248.0,75.0,5.0,450000.0
Maruti,2012.0,40000.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,320000.0
Maruti,2012.0,50000.0,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,330000.0
Volvo,2019.0,20000.0,Diesel,Automatic,First,18.0,1969.0,190.0,5.0,3800000.0
Hyundai,2013.0,70000.0,Petrol,Manual,First,18.5,1197.0,82.85,5.0,340000.0
Hyundai,2016.0,120000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,725000.0
Maruti,2017.0,40000.0,Petrol,Manual,First,20.51,998.0,67.04,5.0,475000.0
Hyundai,2014.0,70000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,210000.0
Ford,2016.0,85000.0,Diesel,Manual,First,24.4,1499.0,98.96,5.0,650000.0
Chevrolet,2013.0,46000.0,Petrol,Manual,First,18.2,1199.0,84.8,5.0,229999.0
Honda,2016.0,56494.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,550000.0
Ford,2017.0,63982.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,850000.0
Hyundai,2011.0,170000.0,CNG,Manual,First,11.88,1086.0,62.1,5.0,185000.0
Maruti,2014.0,90000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,400000.0
Maruti,2019.0,9000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,890000.0
Hyundai,2011.0,75000.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,165000.0
Tata,2009.0,113000.0,Petrol,Manual,First,15.3,1193.0,65.3,5.0,110000.0
Maruti,2015.0,80000.0,Petrol,Manual,First,16.02,1373.0,93.7,7.0,570000.0
Maruti,2016.0,80000.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,750000.0
Hyundai,2013.0,70000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,325000.0
Lexus,2019.0,20000.0,Petrol,Automatic,First,22.37,2487.0,214.56,5.0,5150000.0
Chevrolet,2013.0,60000.0,Diesel,Manual,Second,25.44,936.0,57.6,5.0,200000.0
Hyundai,2011.0,100000.0,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,280000.0
Maruti,2012.0,52000.0,Diesel,Manual,Third,19.3,1248.0,73.9,5.0,350000.0
Chevrolet,2009.0,80000.0,Petrol,Manual,Fourth,18.0,995.0,62.0,5.0,80000.0
Hyundai,2018.0,7000.0,Petrol,Manual,First,20.3,1086.0,68.0,5.0,540000.0
Mahindra,2019.0,8600.0,Diesel,Manual,First,17.3,1497.0,121.0,7.0,1075000.0
Maruti,2017.0,32000.0,Petrol,Manual,Second,23.95,998.0,67.05,5.0,320000.0
Maruti,2015.0,35000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,500000.0
Tata,2018.0,60000.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,860000.0
Mahindra,2010.0,380000.0,Diesel,Manual,Second,13.6,2523.0,63.0,7.0,260000.0
Maruti,2014.0,110000.0,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,525000.0
Toyota,2013.0,79328.0,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,750000.0
Maruti,1997.0,100000.0,Petrol,Manual,Second,17.3,993.0,60.0,5.0,70000.0
Mahindra,2020.0,60000.0,Diesel,Manual,First,25.32,1198.0,77.0,6.0,550000.0
Maruti,2019.0,10000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,500000.0
Renault,2018.0,10800.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,395000.0
Maruti,2006.0,90000.0,Petrol,Manual,Second,18.9,998.0,67.0,5.0,120000.0
Maruti,2009.0,125876.0,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,250000.0
Renault,2013.0,80000.0,Diesel,Manual,Second,20.46,1461.0,83.8,5.0,585000.0
Hyundai,2018.0,40000.0,Diesel,Manual,First,22.54,1396.0,88.76,5.0,750000.0
Volkswagen,2018.0,18000.0,Diesel,Manual,First,21.66,1498.0,108.62,5.0,560000.0
Tata,2009.0,120000.0,Diesel,Manual,Third,19.09,1396.0,69.0,5.0,114999.0
Volkswagen,2016.0,7949.0,Petrol,Manual,First,17.0,1198.0,73.75,5.0,579000.0
Hyundai,2007.0,120000.0,Diesel,Manual,Fourth,16.8,1493.0,110.0,5.0,185000.0
Toyota,2007.0,80000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,626000.0
Maruti,2013.0,120000.0,Diesel,Manual,Third,20.77,1248.0,88.8,7.0,600000.0
Ford,2016.0,60000.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,780000.0
Maruti,2013.0,90000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,409999.0
Hyundai,2017.0,14000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,800000.0
Mahindra,2011.0,230000.0,Diesel,Manual,First,14.0,2498.0,112.0,7.0,600000.0
Maruti,2010.0,100000.0,Petrol,Manual,Third,20.92,998.0,67.1,5.0,160000.0
Tata,2011.0,90000.0,Diesel,Manual,Second,13.55,2179.0,118.35,7.0,250000.0
Maruti,2018.0,7800.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,700000.0
Toyota,2018.0,35000.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1938000.0
Toyota,2017.0,5000.0,Diesel,Manual,First,21.43,1364.0,86.79,5.0,1594000.0
Renault,2013.0,95000.0,Diesel,Manual,First,20.46,1461.0,83.8,5.0,490000.0
Maruti,2007.0,120000.0,Petrol,Manual,Second,19.7,796.0,46.3,5.0,120000.0
Tata,2007.0,100000.0,Diesel,Manual,Third,16.1,1405.0,70.0,5.0,130000.0
BMW,2019.0,7500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5400000.0
Tata,2015.0,110000.0,Diesel,Manual,First,14.1,2179.0,147.94,7.0,503000.0
Hyundai,2017.0,32331.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,650000.0
Tata,2011.0,50000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,275000.0
BMW,2019.0,8500.0,Diesel,Automatic,First,16.78,1995.0,190.0,5.0,5500000.0
Volvo,2018.0,2000.0,Diesel,Automatic,First,16.8,1984.0,150.0,5.0,2475000.0
Honda,2012.0,26000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,376000.0
Toyota,2018.0,4295.0,Petrol,Manual,First,17.1,1496.0,105.5,5.0,1000000.0
Ford,2011.0,100000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,220000.0
Volkswagen,2016.0,35000.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,560000.0
Maruti,2018.0,40000.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,750000.0
Maruti,2013.0,120000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,320000.0
Maruti,2012.0,30000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,100000.0
Hyundai,2017.0,20000.0,Petrol,Manual,First,17.0,1591.0,121.3,5.0,900000.0
Hyundai,2012.0,27000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,290000.0
Maruti,2012.0,98000.0,Diesel,Manual,Fourth,20.77,1248.0,88.8,7.0,450000.0
Honda,2018.0,15000.0,Diesel,Manual,First,25.5,1498.0,98.6,5.0,1035000.0
Honda,2019.0,5000.0,Petrol,Automatic,First,18.0,1497.0,117.6,5.0,1227000.0
Mahindra,2017.0,40000.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,725000.0
Toyota,2017.0,25538.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,625000.0
Hyundai,2012.0,135000.0,Diesel,Manual,First,21.9,1396.0,88.76,5.0,335000.0
Tata,2018.0,28000.0,Petrol,Manual,Second,17.0,1198.0,108.5,5.0,595000.0
Honda,2019.0,4500.0,Petrol,Manual,First,19.5,1199.0,88.76,5.0,700000.0
Maruti,2011.0,100000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,235000.0
Maruti,2017.0,15000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,295000.0
Hyundai,2013.0,70000.0,Diesel,Manual,Third,21.9,1396.0,88.76,5.0,325000.0
Maruti,2020.0,15000.0,Petrol,Manual,First,15.37,1196.0,73.0,5.0,415000.0
Tata,2015.0,110000.0,Diesel,Manual,First,14.1,2179.0,147.94,7.0,503000.0
Mahindra,2015.0,80000.0,Diesel,Manual,First,15.96,2523.0,62.1,7.0,600000.0
Toyota,2018.0,5229.0,Petrol,Manual,First,17.1,1496.0,105.5,5.0,1000000.0
Maruti,2017.0,65000.0,Petrol,Manual,Second,20.51,998.0,67.04,5.0,400000.0
Maruti,2017.0,28832.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,520000.0
Maruti,2014.0,60000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,500000.0
Hyundai,2016.0,30000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,400000.0
Hyundai,2014.0,60000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,730000.0
Honda,2019.0,1500.0,Petrol,Automatic,First,18.2,1199.0,88.7,5.0,840000.0
Hyundai,2018.0,20000.0,Petrol,Manual,Second,18.9,1197.0,81.86,5.0,551000.0
Renault,2012.0,105000.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,350000.0
Maruti,2019.0,15000.0,Petrol,Manual,First,19.01,1462.0,103.2,6.0,1000000.0
Hyundai,2013.0,60000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,200000.0
Hyundai,2015.0,20000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,499000.0
Ford,2016.0,60000.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,370000.0
Tata,2011.0,80000.0,Diesel,Manual,First,13.93,2179.0,138.03,7.0,320000.0
Maruti,2012.0,110000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,340000.0
Hyundai,2012.0,100000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,180000.0
Tata,2018.0,21871.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,969999.0
Ford,2015.0,140000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,300000.0
Hyundai,2012.0,45000.0,Petrol,Manual,First,18.5,1197.0,82.85,5.0,335000.0
Tata,2007.0,120000.0,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,150000.0
Ford,2015.0,64000.0,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,1275000.0
Mahindra,2011.0,475000.0,Diesel,Manual,Third,13.5,2179.0,115.0,5.0,400000.0
Mahindra,2014.0,90000.0,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,650000.0
Maruti,2015.0,36000.0,Petrol,Manual,First,20.4,1197.0,83.11,5.0,420000.0
Maruti,2011.0,90000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,375000.0
Tata,2017.0,70000.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,869999.0
Tata,2010.0,150000.0,Diesel,Manual,Third,21.12,1248.0,88.8,5.0,170000.0
Hyundai,2016.0,58000.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,850000.0
Hyundai,2014.0,80000.0,Petrol,Manual,Second,21.1,814.0,55.2,5.0,250000.0
Skoda,2016.0,11000.0,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,645000.0
Maruti,2006.0,59000.0,Petrol,Manual,Second,16.1,796.0,37.0,4.0,114999.0
Chevrolet,2017.0,90000.0,Petrol,Manual,First,17.8,1199.0,76.8,5.0,350000.0
Maruti,2018.0,50000.0,Diesel,Manual,First,28.4,1248.0,74.02,5.0,700000.0
Maruti,2015.0,20000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,235000.0
Hyundai,2017.0,39000.0,Diesel,Manual,First,22.54,1396.0,88.73,5.0,800000.0
Audi,2018.0,31800.0,Diesel,Automatic,First,17.01,1968.0,188.0,5.0,3975000.0
